,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Type
2632,Maruti Swift,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74,5.0,7,Maruti
2633,Honda Amaze,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5.0,5,Honda
2634,Jaguar XF,Pune,2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5.0,31,Jaguar
2635,Mini Cooper,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4.0,35,Mini
2636,Hyundai EON,Jaipur,2017,8500,Petrol,Manual,First,21.1,814,55.2,5.0,3,Hyundai
2637,Audi A6,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5.0,11,Audi
2638,Hyundai i20,Pune,2016,6000,Petrol,Manual,First,17.19,1197,81.86,5.0,7,Hyundai
2639,Maruti Swift,Chennai,2018,11000,Diesel,Manual,First,28.4,1248,74,5.0,8,Maruti
2640,Ford Ecosport,Kochi,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5.0,7,Ford
2641,Maruti Wagon,Kolkata,2016,29930,Petrol,Manual,First,18.9,998,67.1,5.0,3,Maruti
2642,Volkswagen Vento,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5.0,4,Volkswagen
2643,Toyota Etios,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5.0,2,Toyota
2644,Honda Jazz,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5.0,5,Honda
2645,Volkswagen CrossPolo,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5.0,6,Volkswagen
2646,Volkswagen Ameo,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5.0,7,Volkswagen
2647,Honda City,Kochi,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5.0,7,Honda
2648,Honda Brio,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4,Honda
2649,Skoda Rapid,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5.0,9,Skoda
2650,Hyundai Verna,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5.0,5,Hyundai
2651,Hyundai i20,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5.0,5,Hyundai
2652,Maruti Baleno,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5.0,9,Maruti
2653,Honda CR-V,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5.0,3,Honda
2654,Maruti Swift,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5.0,5,Maruti
2655,Maruti Swift,Pune,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5.0,3,Maruti
2656,Maruti Swift,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248,74,5.0,4,Maruti
2657,Maruti Swift,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5.0,6,Maruti
2658,Hyundai Grand,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197,82,5.0,4,Hyundai
2659,Ford Fiesta,Chennai,2010,82000,Diesel,Manual,First,17.8,1399,68,5.0,2,Ford
2660,Hyundai Verna,Chennai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5.0,9,Hyundai
2661,Ford Figo,Delhi,2014,45001,Diesel,Manual,Second,20.0,1399,68.05,5.0,2,Ford
2662,Tata Manza,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5.0,3,Tata
2663,Honda Civic,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799,130,5.0,4,Honda
2664,Maruti Alto,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5.0,1,Maruti
2665,BMW 5,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5.0,19,BMW
2666,Mahindra XUV500,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179,140,7.0,12,Mahindra
2667,Maruti Ritz,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5.0,3,Maruti
2668,Maruti Vitara,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5.0,9,Maruti
2669,Maruti Eeco,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7.0,2,Maruti
2670,Maruti Swift,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5.0,3,Maruti
2671,Hyundai Creta,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5.0,14,Hyundai
2672,Maruti Wagon,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5.0,2,Maruti
2673,Maruti Celerio,Kolkata,2015,33517,Diesel,Manual,First,27.62,793,47,5.0,3,Maruti
2674,Hyundai Santa,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7.0,12,Hyundai
2675,Hyundai EON,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5.0,2,Hyundai
2676,Hyundai i20,Delhi,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5.0,3,Hyundai
2677,Hyundai Verna,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5.0,7,Hyundai
2678,Honda Brio,Kochi,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5.0,3,Honda
2679,Maruti Swift,Kochi,2017,26327,Petrol,Manual,First,20.4,1197,81.80,5.0,5,Maruti
2680,Mercedes-Benz New,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5.0,39,Mercedes-Benz
2681,Maruti Swift,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248,74,5.0,7,Maruti
2682,Maruti Swift,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248,74,5.0,7,Maruti
2683,Chevrolet Beat,Chennai,2012,58000,Diesel,Manual,First,25.44,936,57.6,5.0,2,Chevrolet
2684,Skoda Superb,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11,Skoda
2685,Mercedes-Benz New,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,19,Mercedes-Benz
2686,Toyota Innova,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8.0,17,Toyota
2687,Hyundai i10,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
2688,Honda Amaze,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4,Honda
2689,Hyundai i20,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5.0,7,Hyundai
2690,Mercedes-Benz GLE,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5.0,59,Mercedes-Benz
2691,Mahindra Scorpio,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179,120,7.0,5,Mahindra
2692,Hyundai Getz,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341,83,5.0,1,Hyundai
2693,Maruti Baleno,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5.0,6,Maruti
2694,Chevrolet Optra,Chennai,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5.0,3,Chevrolet
2695,Hyundai Verna,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5.0,4,Hyundai
2696,Honda City,Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497,118,5.0,8,Honda
2697,Volkswagen Polo,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5.0,8,Volkswagen
2698,Honda Brio,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5.0,3,Honda
2699,Maruti Swift,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248,74,5.0,7,Maruti
2700,Honda City,Pune,2012,45496,Petrol,Manual,First,17.0,1497,118,5.0,4,Honda
2701,Mahindra Ssangyong,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7.0,8,Mahindra
2702,Skoda Superb,Pune,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5.0,9,Skoda
2703,Maruti Alto,Kolkata,2010,38127,Petrol,Manual,First,19.7,796,46.3,5.0,1,Maruti
2704,Hyundai i20,Jaipur,2014,82450,Diesel,Manual,First,23.0,1396,90,5.0,5,Hyundai
2705,Ford Ecosport,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499,110,5.0,7,Ford
2706,Nissan Micra,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5.0,3,Nissan
2707,Honda Brio,Kochi,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5.0,4,Honda
2708,Mahindra Ssangyong,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696,184,7.0,10,Mahindra
2709,BMW 7,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993,258,5.0,34,BMW
2710,Hyundai Grand,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5.0,6,Hyundai
2711,Maruti Baleno,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5.0,7,Maruti
2712,Mahindra Xylo,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498,112,8.0,7,Mahindra
2713,Renault Fluence,Delhi,2012,87510,Diesel,Manual,First,21.8,1461,78,5.0,3,Renault
2714,Hyundai i20,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197,80,5.0,4,Hyundai
2715,Mitsubishi Pajero,Kochi,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6.0,11,Mitsubishi
2716,Toyota Corolla,Pune,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5.0,6,Toyota
2717,BMW X5,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5.0,50,BMW
2718,BMW 3,Pune,2011,43706,Petrol,Automatic,First,10.9,2497,215,5.0,9,BMW
2719,Hyundai Creta,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5.0,14,Hyundai
2720,Mahindra TUV,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493,100,7.0,7,Mahindra
2721,Mahindra Scorpio,Delhi,2010,72000,Diesel,Manual,First,12.05,2179,120,8.0,4,Mahindra
2722,Renault KWID,Mumbai,2016,24000,Petrol,Manual,First,25.17,799,53.3,5.0,3,Renault
2723,Renault KWID,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5.0,4,Renault
2724,Maruti Swift,Pune,2017,12000,Petrol,Manual,First,16.1,1197,85,5.0,5,Maruti
2725,Skoda Laura,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896,105,5.0,6,Skoda
2726,Maruti Alto,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796,47.3,5.0,4,Maruti
2727,Maruti Swift,Delhi,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5.0,4,Maruti
2728,Hyundai i20,Pune,2012,90000,Diesel,Manual,First,23.0,1396,90,5.0,4,Hyundai
2729,Audi Q3,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5.0,18,Audi
2730,Mercedes-Benz GLE,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5.0,64,Mercedes-Benz
2731,Hyundai i10,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1,Hyundai
2732,Maruti Wagon,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5.0,3,Maruti
2733,Honda City,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5.0,7,Honda
2734,Hyundai Grand,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
2735,Honda City,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5.0,6,Honda
2736,Maruti Swift,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5.0,2,Maruti
2737,Maruti Swift,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5.0,5,Maruti
2738,Mahindra XUV500,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140,7.0,7,Mahindra
2739,Maruti Ciaz,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5.0,7,Maruti
2740,Hyundai Verna,Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5.0,7,Hyundai
2741,Hyundai Accent,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82,5.0,0,Hyundai
2742,Honda Brio,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5.0,3,Honda
2743,Hyundai i20,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5.0,8,Hyundai
2744,BMW 3,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184,5.0,28,BMW
2745,Volkswagen Jetta,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5.0,13,Volkswagen
2746,Volkswagen Polo,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5.0,3,Volkswagen
2747,Maruti Swift,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85,5.0,4,Maruti
2748,Renault Duster,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5.0,4,Renault
2749,BMW X3,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5.0,17,BMW
2750,Fiat Avventura,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5.0,7,Fiat
2751,Maruti Wagon,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5.0,2,Maruti
2752,Chevrolet Sail,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5.0,3,Chevrolet
2753,Mahindra XUV500,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140,7.0,12,Mahindra
2754,Tata Zest,Kochi,2016,54199,Diesel,Manual,First,23.0,1248,88.8,5.0,5,Tata
2755,BMW X3,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190,5.0,32,BMW
2756,Maruti Swift,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74,5.0,6,Maruti
2757,BMW 5,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190,5.0,35,BMW
2758,Tata Indigo,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396,69.01,5.0,2,Tata
2759,Mahindra XUV500,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140,7.0,9,Mahindra
2760,Audi Q7,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7.0,39,Audi
2761,BMW 5,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177,5.0,15,BMW
2762,Hyundai Verna,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5.0,6,Hyundai
2763,Hyundai Santa,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7.0,14,Hyundai
2764,Maruti Wagon,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67,5.0,5,Maruti
2765,Maruti Wagon,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64,5.0,1,Maruti
2766,Hyundai i20,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5.0,2,Hyundai
2767,Skoda Superb,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5.0,5,Skoda
2768,Hyundai Getz,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83,5.0,0,Hyundai
2769,Maruti Wagon,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5.0,3,Maruti
2770,Maruti Omni,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5.0,1,Maruti
2771,Hyundai i10,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
2772,Renault KWID,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5.0,4,Renault
2773,Mercedes-Benz B,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147,107.3,5.0,16,Mercedes-Benz
2774,Volkswagen Polo,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7,Volkswagen
2775,Mahindra Scorpio,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120,8.0,4,Mahindra
2776,Toyota Fortuner,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7.0,33,Toyota
2777,Chevrolet Beat,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5.0,3,Chevrolet
2778,Toyota Innova,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102,8.0,4,Toyota
2779,Maruti Swift,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5.0,6,Maruti
2780,Renault KWID,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5.0,4,Renault
2781,Tata Bolt,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5.0,6,Tata
2782,Hyundai Grand,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82,5.0,6,Hyundai
2783,Volkswagen Vento,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5.0,4,Volkswagen
2784,Audi A6,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5.0,20,Audi
2785,Maruti Swift,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5.0,4,Maruti
2786,Chevrolet Spark,Kochi,2012,50619,Petrol,Manual,First,18.0,995,62,5.0,2,Chevrolet
2787,BMW 3,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5.0,9,BMW
2788,Hyundai EON,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5.0,3,Hyundai
2789,Maruti Swift,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5.0,5,Maruti
2790,Volkswagen CrossPolo,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5.0,5,Volkswagen
2791,Honda Amaze,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198,86.7,5.0,4,Honda
2792,Volkswagen Vento,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5.0,4,Volkswagen
2793,Maruti Wagon,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5.0,3,Maruti
2794,Volkswagen Polo,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5.0,6,Volkswagen
2795,Volkswagen Polo,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5.0,4,Volkswagen
2796,Honda Amaze,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5.0,5,Honda
2797,Audi A6,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5.0,24,Audi
2798,Tata Tigor,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69,5.0,7,Tata
2799,Volkswagen Vento,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5.0,9,Volkswagen
2800,Audi A6,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5.0,25,Audi
2801,Nissan Terrano,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5.0,6,Nissan
2802,Skoda Rapid,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5.0,8,Skoda
2803,Ford Figo,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99,5.0,5,Ford
2804,Tata Venture,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70,8.0,2,Tata
2805,Mercedes-Benz New,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5.0,13,Mercedes-Benz
2806,Toyota Fortuner,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982,168.5,7.0,20,Toyota
2807,Honda City,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497,118,5.0,3,Honda
2808,Hyundai i20,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5.0,5,Hyundai
2809,Volkswagen Vento,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5.0,3,Volkswagen
2810,Ford Endeavour,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7.0,5,Ford
2811,Ford EcoSport,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5.0,10,Ford
2812,Hyundai i20,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396,90,5.0,3,Hyundai
2813,Toyota Innova,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8.0,6,Toyota
2814,Tata Nexon,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5.0,9,Tata
2815,Ford Figo,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399,68.05,5.0,3,Ford
2816,Porsche Panamera,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4.0,50,Porsche
2817,Hyundai Creta,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5.0,12,Hyundai
2818,Audi A4,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968,140,5.0,20,Audi
2819,Mahindra XUV500,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179,140,7.0,14,Mahindra
2820,Isuzu MUX,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7.0,20,Isuzu
2821,Maruti Swift,Delhi,2014,52000,Diesel,Manual,First,23.4,1248,74,5.0,5,Maruti
2822,Maruti Ciaz,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5.0,5,Maruti
2823,Hyundai EON,Pune,2013,22000,Petrol,Manual,First,21.1,814,55.2,5.0,2,Hyundai
2824,Mercedes-Benz E-Class,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987,198.5,5.0,11,Mercedes-Benz
2825,BMW 5,Pune,2011,95995,Diesel,Automatic,First,18.48,1995,177,5.0,15,BMW
2826,Hyundai Grand,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186,73.97,5.0,5,Hyundai
2827,Jaguar XJ,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5.0,75,Jaguar
2828,Maruti Swift,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,75,5.0,2,Maruti
2829,Hyundai Santro,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5.0,2,Hyundai
2830,Toyota Innova,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,102,8.0,8,Toyota
2831,Hyundai i20,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5.0,4,Hyundai
2832,Mercedes-Benz E-Class,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987,198.5,5.0,8,Mercedes-Benz
2833,Ford Figo,Chennai,2011,72000,Diesel,Manual,First,20.0,1399,68,5.0,2,Ford
2834,Toyota Corolla,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5.0,6,Toyota
2835,Hyundai Grand,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
2836,Jeep Compass,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170,5.0,23,Jeep
2837,Maruti Ignis,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.80,5.0,7,Maruti
2838,Toyota Fortuner,Pune,2014,55960,Diesel,Manual,First,11.5,2982,171,7.0,17,Toyota
2839,Volkswagen Vento,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5.0,7,Volkswagen
2840,Toyota Innova,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7.0,17,Toyota
2841,Ford Figo,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399,68.1,5.0,2,Ford
2842,Toyota Platinum,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5.0,6,Toyota
2843,Mahindra Thar,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,63,7.0,8,Mahindra
2844,Land Rover,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5.0,44,Land
2845,BMW 3,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,181,5.0,10,BMW
2846,Hyundai Accent,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,94,5.0,1,Hyundai
2847,Maruti Celerio,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5.0,4,Maruti
2848,Jaguar XF,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,26,Jaguar
2849,Audi A6,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5.0,22,Audi
2850,Nissan Micra,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5.0,3,Nissan
2851,Honda Amaze,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198,86.7,5.0,4,Honda
2852,Renault Duster,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5.0,5,Renault
2853,Toyota Innova,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8.0,11,Toyota
2854,Honda Amaze,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198,86.7,5.0,4,Honda
2855,Mercedes-Benz New,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,204,5.0,14,Mercedes-Benz
2856,Toyota Etios,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5.0,4,Toyota
2857,Toyota Innova,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8.0,18,Toyota
2858,Mercedes-Benz New,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170,5.0,18,Mercedes-Benz
2859,Maruti Swift,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5.0,2,Maruti
2860,Maruti Baleno,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5.0,6,Maruti
2861,Hyundai Santro,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5.0,3,Hyundai
2862,Maruti Celerio,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5.0,3,Maruti
2863,Ford Ecosport,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5.0,5,Ford
2864,Tata Manza,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90,5.0,2,Tata
2865,Honda Jazz,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5.0,6,Honda
2866,Mahindra XUV500,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140,7.0,13,Mahindra
2867,Nissan Micra,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,3,Nissan
2868,Mercedes-Benz New,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5.0,39,Mercedes-Benz
2869,Tata Manza,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248,90,5.0,1,Tata
2870,Maruti Swift,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74,5.0,3,Maruti
2871,Maruti Swift,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5.0,3,Maruti
2872,Tata Indigo,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5.0,2,Tata
2873,Honda Amaze,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5.0,3,Honda
2874,Maruti Swift,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.80,5.0,5,Maruti
2875,Maruti Ertiga,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7.0,7,Maruti
2876,Hyundai Grand,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82,5.0,2,Hyundai
2877,Nissan Micra,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5.0,4,Nissan
2878,Hyundai Grand,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82,5.0,4,Hyundai
